Kahlo                |           99008-1152 |           intangible |         Bethanymouth |                                             Gambia | Sun Sep 10 04:03:43 IST 1995
Ansel Adams          |           23681-4917 |        Multi-layered |        South Katelyn |                                             Guinea | Tue Jan 28 02:23:32 IST 1969
Kahlo                |                26957 |       clear-thinking |      Lake Alaynabury |                                       Saint Martin | Mon Jul 20 16:02:28 IST 1964
Da Vinci             |                37133 |            Digitized |             Nicoberg |                                              Ghana | Sun Dec 15 09:53:15 IST 1968
Raphael              |                74862 |        De-engineered |       Strackechester |                                        Isle of Man | Sat Oct 12 22:49:57 IST 1968
Donatello            |                15804 |            workforce |           New Magnus |                                       Sierra Leone | Wed May 13 09:00:55 IST 1987
Klimt                |                42047 |             Devolved |       New Adityaland |                                          Nicaragua | Tue May 31 01:07:11 IST 1988
Caravaggio           |                21828 |             Reactive |      Kshlerinborough |                                               Fiji | Tue Sep 01 14:37:34 IST 1998
Kandinsky            |           78589-1656 |           Persistent |        Schimmelshire |                                        Puerto Rico | Mon Apr 22 06:24:11 IST 1991
Kandinsky            |           64012-9869 |          Implemented |         Waelchishire |                                            Reunion | Fri Nov 27 00:45:03 IST 1992
Rubens               |                67565 |         service-desk |         Hartmannstad |                                        El Salvador | Sat Aug 26 08:26:50 IST 1978
Warhol               |                60575 |           foreground |          Damienmouth |                                         San Marino | Sun Dec 22 08:37:35 IST 1996
Winslow Homer        |           78689-4941 |          Synergistic |           Santosland |                                        El Salvador | Sat Nov 09 10:06:21 IST 1963
Rothko               |                95916 |            help-desk |           Juanashire |                                            Grenada | Sat Sep 23 20:08:43 IST 1972
Manet                |           32923-9126 |            algorithm |            Huelsbury |                                      Faroe Islands | Wed Sep 09 11:42:28 IST 1964
Caravaggio           |                22924 |       infrastructure |        Rodrigueztown |                                      Cote d'Ivoire | Sat Sep 27 00:23:33 IST 1980
Kandinsky            |           87603-4303 |           Upgradable |          New Ovaport |                                           Zimbabwe | Fri Jan 04 16:36:53 IST 1985
Donatello            |                27016 |        content-based |          Samantaport |                                              Benin | Fri Feb 27 10:55:37 IST 1981
